Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0032270~positive regulation of cellular protein metabolic process	22	15.172413793103448	0.0035321661105016215	33963_AT, 1974_S_AT, 35648_AT, 32680_AT, 32717_AT, 34636_AT, 37454_AT, 1403_S_AT, 35915_AT, 1331_S_AT, 40186_AT, 1355_G_AT, 1901_S_AT, 37711_AT, 1645_AT, 1910_S_AT, 37096_AT, 822_S_AT, 36703_AT, 37983_AT, 1890_AT, 1983_AT	133	1420	16792	1.9560732817960393	0.9999898325907854	0.13385594509904009	6.225862693896344
GOTERM_BP_ALL	GO:0042060~wound healing	12	8.275862068965518	0.003678012841842637	34636_AT, 33516_AT, 39698_AT, 40317_AT, 31687_F_AT, 37898_R_AT, 919_AT, 35373_AT, 1901_S_AT, 37172_AT, 37954_AT, 1786_AT	133	542	16792	2.7953278029020887	0.9999936806463992	0.13739737872650193	6.474888849008698
GOTERM_BP_ALL	GO:0001909~leukocyte mediated cytotoxicity	5	3.4482758620689653	0.003975611321773872	33963_AT, 37096_AT, 679_AT, 1419_G_AT, 37968_AT, 37105_AT	133	82	16792	7.6985145791307525	0.9999976059054353	0.14600969039784384	6.98108649777005
GOTERM_BP_ALL	GO:2000106~regulation of leukocyte apoptotic process	5	3.4482758620689653	0.004151871408750707	1974_S_AT, 1403_S_AT, 35367_AT, 37711_AT, 1786_AT	133	83	16792	7.6057613914303825	0.9999986528390089	0.15029120313007427	7.279672685054772
GOTERM_BP_ALL	GO:0043547~positive regulation of GTPase activity	13	8.96551724137931	0.004270979310142966	40959_AT, 33080_S_AT, 38236_AT, 32148_AT, 37454_AT, 1403_S_AT, 1112_G_AT, 1901_S_AT, 1855_AT, 35090_G_AT, 33027_AT, 36703_AT, 35091_AT, 39511_AT	133	634	16792	2.5888380256635277	0.9999990866341805	0.15257179656314956	7.480929505707657
GOTERM_BP_ALL	GO:0032268~regulation of cellular protein metabolic process	31	21.379310344827587	0.004278118659873878	33963_AT, 35648_AT, 32717_AT, 38103_AT, 35915_AT, 40186_AT, 1355_G_AT, 1910_S_AT, 37711_AT, 32073_AT, 822_S_AT, 37983_AT, 36234_AT, 41280_R_AT, 39094_AT, 1974_S_AT, 32680_AT, 34636_AT, 37454_AT, 1403_S_AT, 1331_S_AT, 1901_S_AT, 37172_AT, 1645_AT, 37096_AT, 36703_AT, 32413_AT, 1890_AT, 919_AT, 1983_AT, 37954_AT	133	2346	16792	1.6683396470716434	0.9999991076654177	0.15115237488624234	7.492979754272389
GOTERM_BP_ALL	GO:0051818~disruption of cells of other organism involved in symbiotic interaction	3	2.0689655172413794	0.004519734971997186	33963_AT, 37096_AT, 679_AT, 37105_AT	133	13	16792	29.13591671486408	0.9999995944025004	0.15729508602570053	7.899921809402699
GOTERM_BP_ALL	GO:0008340~determination of adult lifespan	3	2.0689655172413794	0.004519734971997186	1974_S_AT, 967_G_AT, 33922_AT, 966_AT	133	13	16792	29.13591671486408	0.9999995944025004	0.15729508602570053	7.899921809402699
GOTERM_BP_ALL	GO:0001878~response to yeast	3	2.0689655172413794	0.004519734971997186	37096_AT, 38604_AT, 33284_AT	133	13	16792	29.13591671486408	0.9999995944025004	0.15729508602570053	7.899921809402699
GOTERM_BP_ALL	GO:0051883~killing of cells in other organism involved in symbiotic interaction	3	2.0689655172413794	0.004519734971997186	33963_AT, 37096_AT, 679_AT, 37105_AT	133	13	16792	29.13591671486408	0.9999995944025004	0.15729508602570053	7.899921809402699
GOTERM_BP_ALL	GO:0048699~generation of neurons	21	14.482758620689657	0.004601003571319393	38604_AT, 33684_AT, 33080_S_AT, 32680_AT, 32148_AT, 32717_AT, 38103_AT, 1112_G_AT, 1355_G_AT, 1901_S_AT, 37711_AT, 1910_S_AT, 39469_S_AT, 32073_AT, 33293_AT, 40058_S_AT, 34720_AT, 606_AT, 39511_AT, 2090_I_AT, 39187_AT	133	1357	16792	1.95384555715006	0.9999996889013812	0.15820619545776982	8.036417772312188
GOTERM_MF_ALL	GO:0005344~oxygen transporter activity	3	2.0689655172413794	0.004742916473323504	33516_AT, 31687_F_AT, 31525_S_AT	127	14	16881	28.48312710911136	0.938036320426286	0.3278779066418548	6.758065054160978
GOTERM_CC_ALL	GO:0045177~apical part of cell	9	6.206896551724138	0.005038294298826795	32680_AT, 32084_AT, 1575_AT, 1391_S_AT, 39511_AT, 36378_AT, 1901_S_AT, 34436_AT, 1645_AT	134	361	18224	3.3905817174515236	0.826695855252664	0.13589322055631103	6.666720834827
GOTERM_BP_ALL	GO:1901700~response to oxygen-containing compound	22	15.172413793103448	0.005102335408485377	32439_AT, 38236_AT, 32717_AT, 33284_AT, 1403_S_AT, 31525_S_AT, 1331_S_AT, 35169_AT, 1355_G_AT, 35373_AT, 37711_AT, 1910_S_AT, 37172_AT, 33371_S_AT, 37096_AT, 679_AT, 40271_AT, 37983_AT, 34618_AT, 1419_G_AT, 31687_F_AT, 2090_I_AT, 37105_AT	133	1466	16792	1.8946958118351813	0.999999939457734	0.17209989161163575	8.874220056643011
GOTERM_BP_ALL	GO:0050830~defense response to Gram-positive bacterium	5	3.4482758620689653	0.005112704167328997	679_AT, 38604_AT, 31793_AT, 31506_S_AT, 37105_AT, 33979_AT, 34546_AT	133	88	16792	7.173615857826384	0.9999999414734388	0.17065677071137475	8.89147147277215
GOTERM_BP_ALL	GO:0014066~regulation of phosphatidylinositol 3-kinase signaling	6	4.137931034482759	0.005285221790395486	35090_G_AT, 1403_S_AT, 35091_AT, 1355_G_AT, 35373_AT, 1855_AT, 1901_S_AT	133	142	16792	5.334745313989198	0.9999999666838711	0.17411727187391157	9.178051764117
GOTERM_MF_ALL	GO:0017111~nucleoside-triphosphatase activity	14	9.655172413793103	0.00546179166129571	37814_G_AT, 32439_AT, 33080_S_AT, 967_G_AT, 37905_R_AT, 39469_S_AT, 34972_S_AT, 33371_S_AT, 33685_AT, 36234_AT, 1575_AT, 606_AT, 919_AT, 40294_AT, 966_AT	127	779	16881	2.3888288033315477	0.9593966880642029	0.33000712776974506	7.7444123085150585
GOTERM_BP_ALL	GO:0071840~cellular component organization or biogenesis	65	44.827586206896555	0.005497028337112019	35648_AT, 31621_S_AT, 33284_AT, 1355_G_AT, 37711_AT, 39469_S_AT, 32073_AT, 39908_AT, 33685_AT, 40058_S_AT, 1575_AT, 936_S_AT, 39511_AT, 33922_AT, 1974_S_AT, 34636_AT, 37454_AT, 1403_S_AT, 1112_G_AT, 37905_R_AT, 1901_S_AT, 37172_AT, 1645_AT, 36766_AT, 1786_AT, 31512_AT, 37096_AT, 40271_AT, 34720_AT, 38816_AT, 1890_AT, 919_AT, 37105_AT, 966_AT, 33963_AT, 37814_G_AT, 32148_AT, 38674_AT, 32717_AT, 36317_AT, 31525_S_AT, 35367_AT, 35373_AT, 1910_S_AT, 679_AT, 37983_AT, 37953_S_AT, 606_AT, 39698_AT, 39094_AT, 38604_AT, 33080_S_AT, 32680_AT, 41489_AT, 967_G_AT, 35169_AT, 36378_AT, 35439_AT, 40089_AT, 33371_S_AT, 38482_AT, 32413_AT, 40317_AT, 31687_F_AT, 38508_S_AT, 39198_S_AT, 37954_AT	133	6265	16792	1.3099148509742031	0.9999999833209724	0.17864794392466177	9.528732609980217
GOTERM_CC_ALL	GO:0031012~extracellular matrix	11	7.586206896551724	0.005523338001975893	33684_AT, 31621_S_AT, 31793_AT, 35367_AT, 35169_AT, 679_AT, 36234_AT, 32413_AT, 37898_R_AT, 38508_S_AT, 31506_S_AT, 2090_I_AT, 37105_AT	134	530	18224	2.8226415094339625	0.8536729169183196	0.13743027911225392	7.2863036810267845
GOTERM_CC_ALL	GO:0016023~cytoplasmic, membrane-bounded vesicle	18	12.413793103448276	0.005616824106449475	33963_AT, 38236_AT, 35595_AT, 31793_AT, 38691_S_AT, 33284_AT, 31525_S_AT, 34623_AT, 34546_AT, 33371_S_AT, 33685_AT, 37096_AT, 679_AT, 606_AT, 37898_R_AT, 31687_F_AT, 2090_I_AT, 32279_AT, 31506_S_AT, 37105_AT	134	1183	18224	2.069315300084531	0.858369291023299	0.13030216732209376	7.405281486330006
GOTERM_CC_ALL	GO:0031410~cytoplasmic vesicle	19	13.10344827586207	0.0056522388538216735	33963_AT, 38236_AT, 35595_AT, 31793_AT, 38691_S_AT, 33284_AT, 31525_S_AT, 1901_S_AT, 34623_AT, 34546_AT, 33371_S_AT, 33685_AT, 37096_AT, 679_AT, 606_AT, 37898_R_AT, 31687_F_AT, 2090_I_AT, 32279_AT, 31506_S_AT, 37105_AT	134	1284	18224	2.012461059190031	0.8601088700237792	0.12289279497684857	7.4503161250021215
GOTERM_CC_ALL	GO:0097708~intracellular vesicle	19	13.10344827586207	0.005742347979620925	33963_AT, 38236_AT, 35595_AT, 31793_AT, 38691_S_AT, 33284_AT, 31525_S_AT, 1901_S_AT, 34623_AT, 34546_AT, 33371_S_AT, 33685_AT, 37096_AT, 679_AT, 606_AT, 37898_R_AT, 31687_F_AT, 2090_I_AT, 32279_AT, 31506_S_AT, 37105_AT	134	1286	18224	2.009331259720062	0.8644395796693143	0.117411413996382	7.5648105411928785
GOTERM_CC_ALL	GO:0016324~apical plasma membrane	8	5.517241379310345	0.005755084556020611	32680_AT, 32084_AT, 1575_AT, 1391_S_AT, 36378_AT, 1901_S_AT, 34436_AT, 1645_AT	134	293	18224	3.7133105802047783	0.8650408282062809	0.11113575763395478	7.580983291121468
GOTERM_CC_ALL	GO:0070062~extracellular exosome	33	22.758620689655174	0.0059377552662122505	33963_AT, 38646_S_AT, 33530_AT, 33284_AT, 31525_S_AT, 35915_AT, 35367_AT, 39908_AT, 679_AT, 35956_S_AT, 34012_AT, 36234_AT, 1391_S_AT, 1575_AT, 31506_S_AT, 33979_AT, 32680_AT, 31793_AT, 32084_AT, 1112_G_AT, 32250_AT, 36378_AT, 37172_AT, 36766_AT, 31512_AT, 37096_AT, 36328_AT, 32413_AT, 1890_AT, 37898_R_AT, 31687_F_AT, 38508_S_AT, 2090_I_AT, 37105_AT, 37166_AT	134	2811	18224	1.5965848452508005	0.8733771731782435	0.10846262202179935	7.812648000233224
GOTERM_BP_ALL	GO:0002062~chondrocyte differentiation	5	3.4482758620689653	0.00598092227291485	33684_AT, 34618_AT, 34720_AT, 39187_AT, 37711_AT	133	92	16792	6.861719516181759	0.9999999965688141	0.1909153548774336	10.325104539347263
GOTERM_BP_ALL	GO:0015671~oxygen transport	3	2.0689655172413794	0.0060220463235218435	33516_AT, 31687_F_AT, 31525_S_AT	133	15	16792	25.25112781954887	0.9999999970003753	0.19024142016299816	10.392478458490661
GOTERM_BP_ALL	GO:0072677~eosinophil migration	3	2.0689655172413794	0.0060220463235218435	37454_AT, 1403_S_AT, 35367_AT	133	15	16792	25.25112781954887	0.9999999970003753	0.19024142016299816	10.392478458490661
GOTERM_BP_ALL	GO:0032501~multicellular organismal process	71	48.96551724137931	0.006045038546170351	31621_S_AT, 38103_AT, 33284_AT, 1355_G_AT, 1855_AT, 37711_AT, 39469_S_AT, 32073_AT, 33293_AT, 35090_G_AT, 35956_S_AT, 40058_S_AT, 39511_AT, 33922_AT, 1974_S_AT, 40350_AT, 38236_AT, 32418_AT, 34636_AT, 35595_AT, 33516_AT, 1112_G_AT, 1901_S_AT, 1645_AT, 37172_AT, 1786_AT, 31512_AT, 37096_AT, 40271_AT, 34720_AT, 38816_AT, 37898_R_AT, 919_AT, 40790_AT, 1372_AT, 36436_AT, 37105_AT, 966_AT, 33963_AT, 35038_AT, 33684_AT, 32148_AT, 32717_AT, 37408_AT, 35367_AT, 38128_AT, 35373_AT, 1910_S_AT, 679_AT, 37983_AT, 34249_AT, 35091_AT, 34618_AT, 37953_S_AT, 606_AT, 39698_AT, 1391_S_AT, 38604_AT, 33080_S_AT, 32680_AT, 38691_S_AT, 32084_AT, 41489_AT, 967_G_AT, 1331_S_AT, 35169_AT, 35439_AT, 32413_AT, 1419_G_AT, 40317_AT, 31687_F_AT, 2090_I_AT, 39187_AT, 37954_AT	133	7027	16792	1.2756724599316707	0.9999999972175495	0.18907018039552026	10.430125982982519
GOTERM_BP_ALL	GO:0045087~innate immune response	15	10.344827586206897	0.006080808273943302	38604_AT, 31793_AT, 37454_AT, 35595_AT, 1403_S_AT, 1112_G_AT, 32250_AT, 37968_AT, 35367_AT, 34623_AT, 34546_AT, 31512_AT, 36703_AT, 1419_G_AT, 31506_S_AT, 33979_AT	133	836	16792	2.2653523761557	0.999999997524587	0.18827893307461208	10.488665714742451
GOTERM_CC_ALL	GO:0012505~endomembrane system	42	28.965517241379313	0.0062112608993964225	33963_AT, 33284_AT, 34467_G_AT, 1355_G_AT, 35373_AT, 38128_AT, 1910_S_AT, 39469_S_AT, 679_AT, 33685_AT, 34249_AT, 1391_S_AT, 606_AT, 936_S_AT, 41280_R_AT, 31506_S_AT, 1974_S_AT, 38604_AT, 33080_S_AT, 38236_AT, 32680_AT, 31793_AT, 38691_S_AT, 38229_AT, 35595_AT, 1112_G_AT, 36378_AT, 35169_AT, 1901_S_AT, 34623_AT, 34546_AT, 33371_S_AT, 37096_AT, 36479_AT, 40271_AT, 37898_R_AT, 40790_AT, 32279_AT, 40294_AT, 2090_I_AT, 1983_AT, 37105_AT, 37954_AT, 34436_AT	134	3878	18224	1.4729241877256318	0.8849086326808127	0.10755554119602584	8.158504414843682
GOTERM_CC_ALL	GO:1903561~extracellular vesicle	33	22.758620689655174	0.006394566891636431	33963_AT, 38646_S_AT, 33530_AT, 33284_AT, 31525_S_AT, 35915_AT, 35367_AT, 39908_AT, 679_AT, 35956_S_AT, 34012_AT, 36234_AT, 1391_S_AT, 1575_AT, 31506_S_AT, 33979_AT, 32680_AT, 31793_AT, 32084_AT, 1112_G_AT, 32250_AT, 36378_AT, 37172_AT, 36766_AT, 31512_AT, 37096_AT, 36328_AT, 32413_AT, 1890_AT, 37898_R_AT, 31687_F_AT, 38508_S_AT, 2090_I_AT, 37105_AT, 37166_AT	134	2825	18224	1.5886725663716814	0.8920448699443256	0.10533146390123871	8.389627085759699
GOTERM_CC_ALL	GO:0098794~postsynapse	9	6.206896551724138	0.006395927498561352	33293_AT, 32148_AT, 38236_AT, 40058_S_AT, 32717_AT, 40317_AT, 936_S_AT, 1355_G_AT, 37711_AT	134	376	18224	3.25531914893617	0.8920961547363733	0.10059739912444976	8.391340599505293
GOTERM_CC_ALL	GO:0043230~extracellular organelle	33	22.758620689655174	0.006428303870948232	33963_AT, 38646_S_AT, 33530_AT, 33284_AT, 31525_S_AT, 35915_AT, 35367_AT, 39908_AT, 679_AT, 35956_S_AT, 34012_AT, 36234_AT, 1391_S_AT, 1575_AT, 31506_S_AT, 33979_AT, 32680_AT, 31793_AT, 32084_AT, 1112_G_AT, 32250_AT, 36378_AT, 37172_AT, 36766_AT, 31512_AT, 37096_AT, 36328_AT, 32413_AT, 1890_AT, 37898_R_AT, 31687_F_AT, 38508_S_AT, 2090_I_AT, 37105_AT, 37166_AT	134	2826	18224	1.5881104033970277	0.8933093628411543	0.09671682042095253	8.432105817283874
GOTERM_BP_ALL	GO:0007155~cell adhesion	24	16.551724137931036	0.006657563348683587	33963_AT, 35038_AT, 32439_AT, 40350_AT, 38103_AT, 34636_AT, 1403_S_AT, 1112_G_AT, 37968_AT, 35367_AT, 35169_AT, 1901_S_AT, 35373_AT, 1910_S_AT, 1786_AT, 37096_AT, 36703_AT, 40058_S_AT, 34618_AT, 38482_AT, 31687_F_AT, 39511_AT, 1372_AT, 39187_AT	133	1699	16792	1.7834816588262887	0.9999999996244943	0.20233796478707433	11.427590109942564
GOTERM_BP_ALL	GO:0008015~blood circulation	11	7.586206896551724	0.006657873530213964	35038_AT, 33963_AT, 679_AT, 38604_AT, 31621_S_AT, 37983_AT, 39698_AT, 1391_S_AT, 40317_AT, 31687_F_AT, 1419_G_AT, 37105_AT	133	506	16792	2.7446878064727036	0.9999999996248751	0.20048511070382735	11.42809255458721
GOTERM_BP_ALL	GO:0044130~negative regulation of growth of symbiont in host	3	2.0689655172413794	0.006847094548922511	37096_AT, 679_AT, 33284_AT, 37105_AT	133	16	16792	23.672932330827066	0.9999999997979934	0.20370285350007156	11.734098993152276
GOTERM_BP_ALL	GO:0044146~negative regulation of growth of symbiont involved in interaction with host	3	2.0689655172413794	0.006847094548922511	37096_AT, 679_AT, 33284_AT, 37105_AT	133	16	16792	23.672932330827066	0.9999999997979934	0.20370285350007156	11.734098993152276
GOTERM_BP_ALL	GO:0022610~biological adhesion	24	16.551724137931036	0.006940656674741902	33963_AT, 35038_AT, 32439_AT, 40350_AT, 38103_AT, 34636_AT, 1403_S_AT, 1112_G_AT, 37968_AT, 35367_AT, 35169_AT, 1901_S_AT, 35373_AT, 1910_S_AT, 1786_AT, 37096_AT, 36703_AT, 40058_S_AT, 34618_AT, 38482_AT, 31687_F_AT, 39511_AT, 1372_AT, 39187_AT	133	1705	16792	1.7772054770356975	0.999999999851259	0.20433248879171229	11.885037400627107
GOTERM_BP_ALL	GO:0051247~positive regulation of protein metabolic process	22	15.172413793103448	0.0070071507527033495	33963_AT, 1974_S_AT, 35648_AT, 32680_AT, 32717_AT, 34636_AT, 37454_AT, 1403_S_AT, 35915_AT, 1331_S_AT, 40186_AT, 1355_G_AT, 1901_S_AT, 37711_AT, 1645_AT, 1910_S_AT, 37096_AT, 822_S_AT, 36703_AT, 37983_AT, 1890_AT, 1983_AT	133	1508	16792	1.841925769330488	0.9999999998803405	0.2042448220695703	11.992160178028788
GOTERM_BP_ALL	GO:0003013~circulatory system process	11	7.586206896551724	0.007021634466917036	35038_AT, 33963_AT, 679_AT, 38604_AT, 31621_S_AT, 37983_AT, 39698_AT, 1391_S_AT, 40317_AT, 31687_F_AT, 1419_G_AT, 37105_AT	133	510	16792	2.723160843284682	0.9999999998858788	0.20281690543751552	12.015477292016197
GOTERM_CC_ALL	GO:0005773~vacuole	18	12.413793103448276	0.007104342687884056	33963_AT, 33080_S_AT, 32680_AT, 31793_AT, 38691_S_AT, 33284_AT, 34467_G_AT, 1355_G_AT, 1901_S_AT, 37061_AT, 36766_AT, 39469_S_AT, 34546_AT, 33371_S_AT, 606_AT, 936_S_AT, 31506_S_AT, 40294_AT, 37954_AT	134	1212	18224	2.01980198019802	0.9157532635231566	0.10198225850887899	9.279477892469313
GOTERM_BP_ALL	GO:0009416~response to light stimulus	8	5.517241379310345	0.0072059895841624965	1974_S_AT, 37096_AT, 38236_AT, 40317_AT, 40790_AT, 35373_AT, 39469_S_AT, 1910_S_AT	133	284	16792	3.556496875992799	0.9999999999375729	0.20575472854156251	12.31175824759221
GOTERM_BP_ALL	GO:0065009~regulation of molecular function	35	24.137931034482758	0.00729309778416351	40959_AT, 35038_AT, 33963_AT, 32148_AT, 32717_AT, 1355_G_AT, 40186_AT, 35373_AT, 1855_AT, 1910_S_AT, 37711_AT, 39908_AT, 822_S_AT, 35090_G_AT, 37983_AT, 35091_AT, 39698_AT, 39511_AT, 41280_R_AT, 1974_S_AT, 33080_S_AT, 38236_AT, 32680_AT, 37454_AT, 1403_S_AT, 1112_G_AT, 1901_S_AT, 37096_AT, 36479_AT, 33027_AT, 36703_AT, 34720_AT, 1419_G_AT, 40790_AT, 1983_AT, 37954_AT	133	2863	16792	1.5434674706325717	0.9999999999530578	0.20617655575079552	12.451423443759724
GOTERM_MF_ALL	GO:0005088~Ras guanyl-nucleotide exchange factor activity	7	4.827586206896552	0.0073051054568226866	40959_AT, 35090_G_AT, 32148_AT, 38236_AT, 35091_AT, 1112_G_AT, 1855_AT, 1901_S_AT	127	228	16881	4.0809158723580605	0.9862837259496735	0.37909345283304785	10.229309352796523
GOTERM_BP_ALL	GO:0044126~regulation of growth of symbiont in host	3	2.0689655172413794	0.007720326325573932	37096_AT, 679_AT, 33284_AT, 37105_AT	133	17	16792	22.280406899601942	0.9999999999884076	0.21503943701384254	13.133383238058205
GOTERM_BP_ALL	GO:0044144~modulation of growth of symbiont involved in interaction with host	3	2.0689655172413794	0.007720326325573932	37096_AT, 679_AT, 33284_AT, 37105_AT	133	17	16792	22.280406899601942	0.9999999999884076	0.21503943701384254	13.133383238058205
GOTERM_BP_ALL	GO:2000811~negative regulation of anoikis	3	2.0689655172413794	0.007720326325573932	41489_AT, 1355_G_AT, 1910_S_AT	133	17	16792	22.280406899601942	0.9999999999884076	0.21503943701384254	13.133383238058205
GOTERM_MF_ALL	GO:0015238~drug transmembrane transporter activity	3	2.0689655172413794	0.007820473005524116	32084_AT, 1575_AT, 34436_AT	127	18	16881	22.15354330708661	0.9898771473037957	0.3682717596683981	10.9128127977558
GOTERM_BP_ALL	GO:0016043~cellular component organization	63	43.44827586206896	0.007836799835592677	35648_AT, 31621_S_AT, 33284_AT, 1355_G_AT, 37711_AT, 39469_S_AT, 32073_AT, 39908_AT, 33685_AT, 40058_S_AT, 1575_AT, 936_S_AT, 39511_AT, 33922_AT, 1974_S_AT, 34636_AT, 37454_AT, 1403_S_AT, 1112_G_AT, 1901_S_AT, 37172_AT, 1645_AT, 36766_AT, 1786_AT, 31512_AT, 37096_AT, 40271_AT, 34720_AT, 38816_AT, 1890_AT, 919_AT, 37105_AT, 966_AT, 33963_AT, 32148_AT, 38674_AT, 32717_AT, 36317_AT, 31525_S_AT, 35367_AT, 35373_AT, 1910_S_AT, 679_AT, 37983_AT, 37953_S_AT, 606_AT, 39698_AT, 39094_AT, 38604_AT, 33080_S_AT, 32680_AT, 41489_AT, 967_G_AT, 35169_AT, 36378_AT, 35439_AT, 40089_AT, 33371_S_AT, 38482_AT, 32413_AT, 40317_AT, 31687_F_AT, 38508_S_AT, 39198_S_AT, 37954_AT	133	6109	16792	1.3020306536516442	0.9999999999920833	0.2160798833620443	13.318430412032377
GOTERM_BP_ALL	GO:0051674~localization of cell	20	13.793103448275861	0.00795503601231234	33963_AT, 33530_AT, 32717_AT, 37454_AT, 1403_S_AT, 35367_AT, 1355_G_AT, 35373_AT, 37711_AT, 1910_S_AT, 1786_AT, 34972_S_AT, 37096_AT, 36479_AT, 40271_AT, 36703_AT, 37983_AT, 38482_AT, 919_AT, 1372_AT	133	1330	16792	1.898581039063825	0.999999999994625	0.21714232508592046	13.505896984545663
GOTERM_BP_ALL	GO:0048870~cell motility	20	13.793103448275861	0.00795503601231234	33963_AT, 33530_AT, 32717_AT, 37454_AT, 1403_S_AT, 35367_AT, 1355_G_AT, 35373_AT, 37711_AT, 1910_S_AT, 1786_AT, 34972_S_AT, 37096_AT, 36479_AT, 40271_AT, 36703_AT, 37983_AT, 38482_AT, 919_AT, 1372_AT	133	1330	16792	1.898581039063825	0.999999999994625	0.21714232508592046	13.505896984545663
GOTERM_BP_ALL	GO:0051240~positive regulation of multicellular organismal process	21	14.482758620689657	0.008182935110901079	33963_AT, 33684_AT, 32717_AT, 35595_AT, 32084_AT, 35367_AT, 1355_G_AT, 35373_AT, 37711_AT, 1910_S_AT, 1645_AT, 39469_S_AT, 37172_AT, 32073_AT, 37096_AT, 34618_AT, 606_AT, 1419_G_AT, 40317_AT, 2090_I_AT, 39187_AT	133	1431	16792	1.852808120931259	0.999999999997452	0.22080411528814192	13.866156613509906
GOTERM_BP_ALL	GO:0072593~reactive oxygen species metabolic process	7	4.827586206896552	0.008227002896389127	1974_S_AT, 37983_AT, 33284_AT, 31687_F_AT, 31525_S_AT, 1419_G_AT, 1910_S_AT	133	222	16792	3.9810336652441913	0.9999999999977945	0.22004524137572345	13.935654538542618
GOTERM_BP_ALL	GO:0050794~regulation of cellular process	97	66.89655172413794	0.008254738431672834	38646_S_AT, 31621_S_AT, 38103_AT, 39469_S_AT, 33293_AT, 35090_G_AT, 40058_S_AT, 1974_S_AT, 40350_AT, 35595_AT, 1112_G_AT, 37905_R_AT, 1901_S_AT, 36766_AT, 37172_AT, 34720_AT, 1890_AT, 41113_AT, 37898_R_AT, 40790_AT, 33963_AT, 32717_AT, 37408_AT, 36317_AT, 37983_AT, 34249_AT, 37953_S_AT, 606_AT, 38604_AT, 32680_AT, 41489_AT, 1331_S_AT, 36378_AT, 40089_AT, 33371_S_AT, 38482_AT, 31687_F_AT, 40317_AT, 1419_G_AT, 37954_AT, 40959_AT, 34629_AT, 35648_AT, 33284_AT, 35915_AT, 1355_G_AT, 1855_AT, 37711_AT, 32073_AT, 39908_AT, 36234_AT, 33922_AT, 41280_R_AT, 39511_AT, 936_S_AT, 38236_AT, 37454_AT, 34636_AT, 32418_AT, 1403_S_AT, 35069_AT, 1645_AT, 1786_AT, 31512_AT, 37096_AT, 40271_AT, 34606_S_AT, 919_AT, 1983_AT, 1372_AT, 34436_AT, 35038_AT, 33684_AT, 32148_AT, 31525_S_AT, 34467_G_AT, 35367_AT, 40186_AT, 38128_AT, 35373_AT, 1910_S_AT, 822_S_AT, 34618_AT, 35091_AT, 39698_AT, 38948_AT, 31506_S_AT, 39094_AT, 38945_AT, 33080_S_AT, 31793_AT, 35169_AT, 35439_AT, 36479_AT, 36703_AT, 32413_AT, 39198_S_AT, 2090_I_AT, 39187_AT	133	10489	16792	1.1675848024102586	0.999999999997986	0.2189162969067252	13.979368209442477
GOTERM_BP_ALL	GO:0051336~regulation of hydrolase activity	20	13.793103448275861	0.008394012816190781	40959_AT, 35038_AT, 1974_S_AT, 33080_S_AT, 32148_AT, 38236_AT, 37454_AT, 1403_S_AT, 1112_G_AT, 1355_G_AT, 1855_AT, 1901_S_AT, 37711_AT, 822_S_AT, 35090_G_AT, 36703_AT, 33027_AT, 37983_AT, 35091_AT, 39511_AT, 37954_AT	133	1337	16792	1.8886408241996164	0.9999999999987239	0.2204005624203471	14.198560012869411
GOTERM_BP_ALL	GO:0071887~leukocyte apoptotic process	5	3.4482758620689653	0.008567342716273359	1974_S_AT, 1403_S_AT, 35367_AT, 37711_AT, 1786_AT	133	102	16792	6.189001916556095	0.9999999999992769	0.2226377503420207	14.470611709753422
GOTERM_BP_ALL	GO:0000082~G1/S transition of mitotic cell cycle	7	4.827586206896552	0.008578291178030915	1974_S_AT, 822_S_AT, 38103_AT, 38201_AT, 1983_AT, 39094_AT, 1910_S_AT	133	224	16792	3.9454887218045114	0.9999999999993023	0.22113731595384978	14.487768579982863
GOTERM_BP_ALL	GO:0050790~regulation of catalytic activity	30	20.689655172413794	0.008579138442428809	40959_AT, 33963_AT, 35038_AT, 32148_AT, 32717_AT, 40186_AT, 1355_G_AT, 35373_AT, 1855_AT, 1910_S_AT, 37711_AT, 822_S_AT, 35090_G_AT, 37983_AT, 35091_AT, 41280_R_AT, 39511_AT, 1974_S_AT, 33080_S_AT, 38236_AT, 32680_AT, 37454_AT, 1403_S_AT, 1112_G_AT, 1901_S_AT, 37096_AT, 33027_AT, 36703_AT, 1419_G_AT, 1983_AT, 37954_AT	133	2357	16792	1.6069873453255539	0.9999999999993043	0.2194319898873064	14.48909615651508
GOTERM_MF_ALL	GO:0016462~pyrophosphatase activity	14	9.655172413793103	0.008592562682283061	37814_G_AT, 32439_AT, 33080_S_AT, 967_G_AT, 37905_R_AT, 39469_S_AT, 34972_S_AT, 33371_S_AT, 33685_AT, 36234_AT, 1575_AT, 606_AT, 919_AT, 40294_AT, 966_AT	127	824	16881	2.258370919654461	0.9935802081269614	0.36804853844483354	11.927721178380413
GOTERM_MF_ALL	GO:0004012~phospholipid-translocating ATPase activity	3	2.0689655172413794	0.008698115735570066	33685_AT, 1575_AT, 39469_S_AT	127	19	16881	20.987567343555742	0.9939678791222258	0.3468105379050569	12.065629808064005
